iso_name,rx_name,ref_name,fold,titer,month,infection,num_result,variant
B.1.1,BNT162b2,Wall21,2.8,184.0,1,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.2,447.0,1,naive,1,Alpha
Beta,BNT162b2,Wall21,3.0,175.0,1,naive,1,Beta
Delta,BNT162b2,Wall21,1.3,388.0,1,naive,1,Delta
Alpha,BNT162b2,Wall21,2.1,278.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,8.4,70.0,>=2,naive,1,Beta
B.1.1,BNT162b2,Wall21,1.3,289.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,1.7,220.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,2.4,158.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,2.9,130.0,>=2,naive,1,Delta
B.1.1,BNT162b2,Wall21,0.2,47.0,>=2,naive,1,B.1.1
Alpha,BNT162b2,Wall21,2.0,5.0,>=2,naive,1,Alpha
Beta,BNT162b2,Wall21,2.0,5.0,>=2,naive,1,Beta
Delta,BNT162b2,Wall21,2.0,5.0,>=2,naive,1,Delta
Alpha,mRNA-1273,Wang21b,1.7,4089.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,6.1,1140.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,0.9,499.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,2.5,180.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,1.1,409.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,9.0,50.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,1.8,1415.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,3.5,728.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,3.2,359.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,4.5,255.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,2.3,595.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,10.4,132.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,2.4,610.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,7.5,195.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,0.9,1818.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,2.5,654.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,1.9,12969.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,2.2,11200.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,1.6,16893.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,3.0,9010.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,2.7,9798.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,6.9,3834.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,2.1,1250.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,9.2,285.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,2.2,5288.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,8.4,1385.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,3.0,3210.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,22.7,424.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,1.2,6684.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,11.0,729.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,1.9,3552.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,7.7,877.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,1.2,5503.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,2.9,2277.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,1.9,2423.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,10.0,460.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,1.4,3252.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,4.8,949.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,1.0,4038.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,3.2,1262.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,1.2,2630.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,13.0,243.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,1.8,1259.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,6.6,343.0,1,naive,1,Beta
Beta,BNT162b2,Wang21b,7.4,214.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,0.9,1758.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,28.8,483.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,1.7,8185.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,9.4,811.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,1.2,6349.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,14.4,940.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,1.1,12310.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,17.5,4743.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,1.8,46111.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,17.0,338.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,0.4,14355.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,8.7,753.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,0.7,9364.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,18.5,210.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,1.7,2281.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,18.4,184.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,0.9,3756.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,12.1,771.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,0.5,18647.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,6.9,50.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,0.4,856.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,11.9,141.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,0.4,4209.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,9.0,8925.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,0.8,100411.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,3.7,224.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,1.0,830.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,4.3,175.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,0.6,1257.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,8.8,354.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,0.4,7798.0,1,naive,1,Alpha
Beta,BNT162b2,Wang21b,9.3,333.0,1,naive,1,Beta
Alpha,BNT162b2,Wang21b,0.6,5162.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,11.1,228.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,0.7,3621.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,8.4,399.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,0.6,5591.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,10.2,492.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,0.7,7175.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,11.6,226.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,0.5,5243.0,1,naive,1,Alpha
Beta,mRNA-1273,Wang21b,7.7,1036.0,1,naive,1,Beta
Alpha,mRNA-1273,Wang21b,0.7,11394.0,1,naive,1,Alpha
Gamma,BNT162b2,Wang21d,3.5,50.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,3.1,212.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,2.1,1260.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,4.1,1671.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,2.0,251.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,4.7,633.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,2.5,2945.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,3.3,1487.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,1.6,496.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,4.2,502.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,1.3,175.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,1.6,657.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,2.0,989.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,3.0,291.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,3.6,451.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,1.6,1107.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,1.3,9818.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,1.6,554.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,1.9,7643.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,4.2,840.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,2.3,640.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,3.8,713.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,14.3,237.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,2.6,32196.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,1.4,56888.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,2.6,1183.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,2.8,914.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,2.2,1548.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,1.2,4040.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,2.4,1103.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,2.9,2774.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,4.2,1348.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,1.9,3526.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,12.0,779.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,12.2,1132.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,3.2,2349.0,1,naive,1,Gamma
Gamma,mRNA-1273,Wang21d,9.8,1383.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,1.8,472.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,6.9,50.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,2.2,726.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,1.2,1355.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,2.4,319.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,4.1,751.0,1,naive,1,Gamma
Gamma,BNT162b2,Wang21d,3.6,1075.0,1,naive,1,Gamma
B.1,BNT162b2,Widera21,2.0,160.0,1,naive,1,B.1
B.1,CoronaVac,Wang21g,1.0,5.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,1.0,5.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,1.0,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,0.1,64.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,1.0,5.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,1.0,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,0.1,35.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,1.0,5.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,1.0,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,1.0,5.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.1,53.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,1.0,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.1,48.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.1,62.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,1.0,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.1,53.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.1,51.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,1.0,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,1.0,5.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,1.0,5.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,1.0,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.1,35.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.1,43.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,0.1,87.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.1,45.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.1,84.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,0.1,83.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.5,394.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,1.4,145.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,3.7,56.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.7,223.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,1.5,97.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,29.8,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.7,186.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.4,284.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,24.4,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.3,294.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.4,263.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,20.0,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.4,218.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,1.7,49.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,16.8,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,1.2,65.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,1.9,42.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,15.6,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.3,243.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.5,156.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,1.6,46.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.8,82.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.7,97.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,13.8,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,1.7,40.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.5,137.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,13.6,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,2.1,32.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,1.9,35.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,13.6,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.3,174.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.9,65.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,1.3,46.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.5,121.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,1.3,45.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,11.4,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,1.1,42.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,9.2,5.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,0.6,73.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,8.6,5.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.9,46.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,8.6,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.4,113.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.3,135.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,8.4,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.5,76.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,8.0,5.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,0.5,80.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.8,43.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,7.0,5.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,7.0,5.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.6,54.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.4,93.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,0.5,66.0,1,naive,1,Beta
B.1,BBIBP-CorV,Wang21g,0.3,98.0,1,naive,1,B.1
Alpha,BBIBP-CorV,Wang21g,0.5,74.0,1,naive,1,Alpha
Beta,BBIBP-CorV,Wang21g,6.8,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,2.0,79.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,4.8,33.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,2.1,75.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,1.3,115.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,1.5,102.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,30.8,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,1.3,94.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,1.5,86.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,3.7,34.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,1.8,63.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,22.4,5.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,22.4,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,15.6,5.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,15.6,5.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,15.6,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,0.5,141.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,0.8,84.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,13.4,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,1.6,42.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,13.2,5.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,13.2,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,0.8,82.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,1.1,59.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,12.8,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,0.5,124.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,0.6,97.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,12.4,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,0.7,81.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,1.3,43.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,11.4,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,11.2,5.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,0.8,74.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,1.1,52.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,11.2,5.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,11.2,5.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,11.2,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,11.2,5.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,11.2,5.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,11.2,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,1.0,55.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,11.0,5.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,1.1,52.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,0.5,97.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,1.6,32.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,10.2,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,0.7,65.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,9.2,5.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,9.2,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,1.3,35.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,1.4,32.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,9.0,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,1.1,42.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,9.0,5.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,0.8,59.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,0.7,64.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,1.2,37.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,8.6,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,7.2,5.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,0.4,81.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,7.2,5.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,0.9,37.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,1.0,35.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,0.5,72.0,1,naive,1,Beta
B.1,CoronaVac,Wang21g,1.0,34.0,1,naive,1,B.1
Alpha,CoronaVac,Wang21g,6.6,5.0,1,naive,1,Alpha
Beta,CoronaVac,Wang21g,6.6,5.0,1,naive,1,Beta
Iota,mRNA-1273,West21,6.0,364.0,>=2,naive,1,Iota
Iota,mRNA-1273,West21,3.7,265.0,1,naive,1,Iota
Iota,mRNA-1273,West21,5.2,269.0,>=2,naive,1,Iota
Iota,mRNA-1273,West21,3.0,223.0,>=2,naive,1,Iota
Iota,mRNA-1273,West21,4.3,563.0,>=2,naive,1,Iota
Iota,mRNA-1273,West21,8.0,214.0,>=2,naive,1,Iota
Iota,BNT162b2,West21,4.4,345.0,>=2,naive,1,Iota
Iota,BNT162b2,West21,5.2,109.0,>=2,naive,1,Iota
Iota,BNT162b2,West21,3.0,884.0,1,naive,1,Iota
Iota,BNT162b2,West21,6.3,254.0,>=2,naive,1,Iota
Iota w/o E484K,mRNA-1273,West21,1.8,497.0,>=2,naive,1,Iota w/o E484K
Iota w/o E484K,mRNA-1273,West21,2.8,205.0,1,naive,1,Iota w/o E484K
Iota w/o E484K,mRNA-1273,West21,3.8,460.0,>=2,naive,1,Iota w/o E484K
Iota w/o E484K,mRNA-1273,West21,4.9,201.0,>=2,naive,1,Iota w/o E484K
Iota w/o E484K,mRNA-1273,West21,4.0,746.0,>=2,naive,1,Iota w/o E484K
Iota w/o E484K,mRNA-1273,West21,4.4,381.0,>=2,naive,1,Iota w/o E484K
Iota w/o E484K,BNT162b2,West21,1.7,733.0,>=2,naive,1,Iota w/o E484K
Iota w/o E484K,BNT162b2,West21,3.8,188.0,>=2,naive,1,Iota w/o E484K
Iota w/o E484K,BNT162b2,West21,1.7,1035.0,1,naive,1,Iota w/o E484K
Iota w/o E484K,BNT162b2,West21,2.3,860.0,>=2,naive,1,Iota w/o E484K
Beta,mRNA-1273,West21,9.8,64.0,>=2,naive,1,Beta
Beta,mRNA-1273,West21,10.9,41.0,1,naive,1,Beta
Beta,mRNA-1273,West21,7.0,107.0,>=2,naive,1,Beta
Beta,mRNA-1273,West21,8.0,57.0,>=2,naive,1,Beta
Beta,mRNA-1273,West21,7.6,122.0,>=2,naive,1,Beta
Beta,mRNA-1273,West21,14.5,83.0,>=2,naive,1,Beta
Beta,BNT162b2,West21,23.8,36.0,>=2,naive,1,Beta
Beta,BNT162b2,West21,4.6,139.0,>=2,naive,1,Beta
Beta,BNT162b2,West21,13.4,129.0,1,naive,1,Beta
Beta,BNT162b2,West21,4.0,258.0,>=2,naive,1,Beta
B.1,mRNA-1273,Widera21,0.3,40.0,1,naive,1,B.1
Alpha,mRNA-1273,Widera21,1.0,10.0,1,naive,1,Alpha
Beta,mRNA-1273,Widera21,1.0,10.0,1,naive,1,Beta
Alpha,BNT162b2,Widera21,1.0,10.0,1,naive,1,Alpha
B.1,BNT162b2,Widera21,1.0,10.0,1,naive,1,B.1
Alpha,BNT162b2,Widera21,1.0,10.0,1,naive,1,Alpha
Zeta,mRNA-1273,Widera21,4.0,10.0,1,naive,1,Zeta
B.1,mRNA-1273,Widera21,1.0,40.0,1,naive,1,B.1
Alpha,mRNA-1273,Widera21,0.5,80.0,1,naive,1,Alpha
Beta,mRNA-1273,Widera21,4.0,10.0,1,naive,1,Beta
Zeta,mRNA-1273,Widera21,16.0,40.0,1,naive,1,Zeta
B.1,mRNA-1273,Widera21,2.0,320.0,1,naive,1,B.1
Alpha,mRNA-1273,Widera21,2.0,320.0,1,naive,1,Alpha
Beta,mRNA-1273,Widera21,64.0,10.0,1,naive,1,Beta
B.1,mRNA-1273,Widera21,4.0,10.0,1,naive,1,B.1
Alpha,mRNA-1273,Widera21,4.0,10.0,1,naive,1,Alpha
Zeta,mRNA-1273,Widera21,8.0,10.0,1,naive,1,Zeta
B.1,mRNA-1273,Widera21,1.0,80.0,1,naive,1,B.1
Alpha,mRNA-1273,Widera21,1.0,80.0,1,naive,1,Alpha
Beta,mRNA-1273,Widera21,8.0,10.0,1,naive,1,Beta
Zeta,mRNA-1273,Widera21,32.0,10.0,1,naive,1,Zeta
B.1,mRNA-1273,Widera21,4.0,80.0,1,naive,1,B.1
Alpha,mRNA-1273,Widera21,2.0,160.0,1,naive,1,Alpha
Beta,mRNA-1273,Widera21,32.0,10.0,1,naive,1,Beta
Zeta,mRNA-1273,Widera21,8.0,10.0,1,naive,1,Zeta
B.1,mRNA-1273,Widera21,2.0,40.0,1,naive,1,B.1
Alpha,mRNA-1273,Widera21,8.0,10.0,1,naive,1,Alpha
Zeta,mRNA-1273,Widera21,16.0,10.0,1,naive,1,Zeta
B.1,mRNA-1273,Widera21,4.0,40.0,1,naive,1,B.1
Alpha,mRNA-1273,Widera21,2.0,80.0,1,naive,1,Alpha
Beta,mRNA-1273,Widera21,4.0,40.0,1,naive,1,Beta
Zeta,mRNA-1273,Widera21,8.0,10.0,1,naive,1,Zeta
B.1,mRNA-1273,Widera21,2.0,40.0,1,naive,1,B.1
Alpha,mRNA-1273,Widera21,1.0,80.0,1,naive,1,Alpha
Beta,mRNA-1273,Widera21,8.0,10.0,1,naive,1,Beta
Zeta,mRNA-1273,Widera21,8.0,10.0,1,naive,1,Zeta
B.1,mRNA-1273,Widera21,2.0,40.0,1,naive,1,B.1
Alpha,mRNA-1273,Widera21,1.0,80.0,1,naive,1,Alpha
